SDSS luminosities of the elliptical galaxies in Dabringhausen & Fellhauer (2015).
This is the full version of Table (8) in Dabringhausen & Fellhauer (2015). Unknown values are indictated with entries set to -9.99.

The Table contains the following data:
Column 1: The running number of the galaxy that identifies it within this catalog.
Column 2: The u-band luminosity, L_u, of the galaxy. 
Column 3: The uncertainty of L_u.
Column 4: The sources for the quoted values for L_g and their uncertainties.
Column 5: The g-band luminosity, L_g, of the galaxy.
Column 6: The uncertainty of L_g.
Column 7: The sources for the quoted values for L_g and their uncertainties. 
Column 8: The r-band luminosity, L_r, of the galaxy.
Column 9: The uncertainty of L_r.
Column 10: The sources for the quoted values for L_r and their uncertainties.
Column 11: The i-band luminosity, L_i, of the galaxy.
Column 12: The uncertainty of L_i.
Column 13: The sources for the quoted values for L_i and their uncertainties.
Column 14: The z-band luminosity, L_z, of the galaxy.
Column 15: The uncertainty of L_z.
Column 16: The sources for the quoted values for L_z and their uncertainties.

For a detailed description of the data in this table, see Section (5) in Dabringhausen & Fellhauer (2015).

-----------------------------------------------------------------------------------------------------------------------------
  id   L_u    dL_u    s.        L_g    dL_g   s.        L_r    dL_r   s.       L_i    dL_i    s.       L_z    dL_z         s.
       [log(L_sun)]             [log(L_sun)]            [log(L_sun)]           [log(L_sun)]            [log(L_sun)]
-----------------------------------------------------------------------------------------------------------------------------
1569    2.85    1.22    1002    2.34    0.68    1002    2.51    0.50    1030   -9.99   -9.99       0   -9.99   -9.99       0
1570    9.62    0.17    1002    9.76    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1571   10.01    0.17    1012   10.22    0.17    1012   10.26    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
1572    5.96    1.22    1002    5.74    0.68    1002    5.69    0.50    1030   -9.99   -9.99       0   -9.99   -9.99       0
1573    9.55    0.00       1    9.75    0.00       1    9.85    0.00       1    9.95    0.00       1   10.02    0.00       1
1574    6.10    1.22    1002    5.90    0.68    1002    5.84    0.50    1030   -9.99   -9.99       0   -9.99   -9.99       0
1575    9.56    0.00       1    9.77    0.00       1    9.86    0.00       1    9.99    0.00       1   10.05    0.00       1
1576    6.06    1.22    1002    5.85    0.68    1002    6.34    0.50    1030   -9.99   -9.99       0   -9.99   -9.99       0
1577   10.37    0.17    1012   10.60    0.17    1012   10.74    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
1578    4.33    1.22    1002    3.96    0.68    1002    5.31    0.50    1030   -9.99   -9.99       0   -9.99   -9.99       0
1579    9.51    0.17    1012    9.68    0.17    1012    9.74    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
1580    9.64    0.00       1    9.83    0.00       1    9.92    0.00       1   10.02    0.00       1   10.11    0.00       1
1581    9.70    0.00       1    9.75    0.00       1    9.82    0.00       1    9.89    0.00       1    9.98    0.00       1
1582    8.75    0.17    1002    8.80    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1583    9.51    0.01       1    9.51    0.00       1    9.49    0.00       1    9.55    0.00       1    9.61    0.02       1
1584    9.59    0.17    1002    9.72    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1585    9.69    0.00       1    9.85    0.00       1    9.93    0.00       1   10.02    0.00       1   10.13    0.00       1
1586   10.35    0.00       1   10.63    0.00       1   10.77    0.00       1   10.88    0.00       1   11.00    0.00       1
1587   10.34    0.00       1   10.49    0.00       1   10.57    0.00       1   10.65    0.00       1   10.76    0.00       1
1588    9.85    0.00       1   10.07    0.00       1   10.19    0.00       1   10.31    0.00       1   10.41    0.00       1
1589    9.60    0.00       1    9.76    0.00       1    9.86    0.00       1    9.97    0.00       1   10.07    0.00       1
1590    9.81    0.00       1   10.06    0.00       1   10.18    0.00       1   10.28    0.00       1   10.41    0.00       1
1591    9.59    0.00       1    9.67    0.00       1    9.77    0.00       1    9.86    0.00       1    9.97    0.01       1
1592    9.47    0.00       1    9.65    0.00       1    9.81    0.00       1    9.93    0.00       1   10.06    0.00       1
1593   10.50    0.00       1   10.80    0.00       1   10.94    0.00       1   11.06    0.00       1   11.18    0.00       1
1594    9.73    0.00       1    9.95    0.00       1   10.08    0.00       1   10.18    0.00       1   10.32    0.00       1
1595    9.36    0.00       1    9.48    0.00       1    9.57    0.00       1    9.67    0.00       1    9.77    0.00       1
1596    9.93    0.00       1   10.19    0.00       1   10.32    0.00       1   10.44    0.00       1   10.55    0.00       1
1597   10.50    0.17    1012   10.74    0.17    1012   10.88    0.17    1030   -9.99   -9.99       0   -9.99   -9.99       0
1598    8.59    0.17    1002    8.63    0.17    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1599    9.30    0.00       1    9.33    0.00       1    9.42    0.00       1    9.51    0.00       1    9.61    0.01       1
1600    9.79    0.00       1   10.05    0.00       1   10.18    0.00       1   10.29    0.00       1   10.39    0.00       1
1601    9.92    0.00       1   10.08    0.00       1   10.30    0.00       1   10.41    0.00       1   10.53    0.00       1
1602    9.94    0.00       1    9.95    0.00       1   10.02    0.00       1   10.10    0.00       1   10.24    0.00       1
1603    4.90    1.22    1002    4.59    0.68    1002    4.60    0.50    1030   -9.99   -9.99       0   -9.99   -9.99       0
1604    9.14    0.00       1    9.37    0.00       1    9.48    0.00       1    9.56    0.00       1    9.69    0.00       1
1605    5.89    1.22    1002    5.67    0.68    1002    5.69    0.50    1030   -9.99   -9.99       0   -9.99   -9.99       0
1606    9.95    0.00       1   10.18    0.00       1   10.31    0.00       1   10.39    0.00       1   10.52    0.00       1
1607    9.45    0.00       1    9.53    0.00       1    9.56    0.00       1    9.62    0.00       1    9.71    0.00       1
1608    9.76    0.00       1    9.87    0.00       1    9.98    0.00       1   10.07    0.00       1   10.19    0.01       1
1609   10.02    0.00       1   10.29    0.00       1   10.44    0.00       1   10.55    0.00       1   10.69    0.00       1
1610    9.48    0.00       1    9.68    0.00       1    9.80    0.00       1    9.88    0.00       1   10.01    0.01       1
1611    9.65    0.00       1    9.88    0.00       1   10.00    0.00       1   10.09    0.00       1   10.23    0.01       1
1612    9.24    0.00       1    9.44    0.00       1    9.57    0.00       1    9.69    0.00       1    9.80    0.00       1
1613    9.74    0.00       1   10.01    0.00       1   10.15    0.00       1   10.24    0.00       1   10.39    0.00       1
1614    9.92    0.00       1   10.19    0.00       1   10.32    0.00       1   10.41    0.00       1   10.55    0.00       1
1615    9.69    0.00       1    9.97    0.00       1   10.13    0.00       1   10.23    0.00       1   10.38    0.00       1
1616    9.40    0.00       1    9.58    0.00       1    9.70    0.00       1    9.79    0.00       1    9.92    0.01       1
1617    9.31    0.00       1    9.46    0.00       1    9.54    0.00       1    9.61    0.00       1    9.72    0.01       1
1618    9.46    0.00       1    9.72    0.00       1    9.87    0.00       1    9.95    0.00       1   10.08    0.01       1
1619    9.40    0.00       1    9.52    0.00       1    9.64    0.00       1    9.72    0.00       1    9.86    0.01       1
1620    9.91    0.00       1   10.19    0.00       1   10.33    0.00       1   10.44    0.00       1   10.60    0.00       1
1621    9.85    0.00       1   10.08    0.00       1   10.22    0.00       1   10.32    0.00       1   10.46    0.01       1
1622    9.68    0.00       1    9.96    0.00       1   10.09    0.00       1   10.18    0.00       1   10.32    0.00       1
1623    9.42    0.00       1    9.65    0.00       1    9.77    0.00       1    9.86    0.00       1   10.00    0.01       1
1624    9.96    0.00       1   10.23    0.00       1   10.36    0.00       1   10.46    0.00       1   10.60    0.00       1
1625    9.62    0.00       1    9.93    0.00       1   10.07    0.00       1   10.15    0.00       1   10.29    0.00       1
1626    9.56    0.00       1    9.79    0.00       1    9.91    0.00       1    9.99    0.00       1   10.13    0.01       1
1627    9.95    0.00       1   10.20    0.00       1   10.35    0.00       1   10.46    0.00       1   10.62    0.00       1
1628    9.40    0.00       1    9.59    0.00       1    9.70    0.00       1    9.79    0.00       1    9.91    0.01       1
1629    9.77    0.00       1   10.04    0.00       1   10.17    0.00       1   10.27    0.00       1   10.42    0.00       1
1630    9.89    0.00       1   10.19    0.00       1   10.35    0.00       1   10.46    0.00       1   10.63    0.00       1
1631    9.12    0.00       1    9.32    0.00       1    9.44    0.00       1    9.53    0.00       1    9.66    0.01       1
1632    9.73    0.00       1    9.99    0.00       1   10.12    0.00       1   10.22    0.00       1   10.36    0.00       1
1633    9.92    0.00       1   10.19    0.00       1   10.34    0.00       1   10.45    0.00       1   10.60    0.00       1
1634    9.48    0.00       1    9.77    0.00       1    9.91    0.00       1   10.01    0.00       1   10.16    0.01       1
1635    9.51    0.00       1    9.82    0.00       1    9.97    0.00       1   10.07    0.00       1   10.21    0.01       1
1636    9.53    0.00       1    9.78    0.00       1    9.91    0.00       1   10.00    0.00       1   10.14    0.01       1
1637   10.02    0.00       1   10.29    0.00       1   10.42    0.00       1   10.52    0.00       1   10.66    0.00       1
1638   10.04    0.00       1   10.35    0.00       1   10.49    0.00       1   10.58    0.00       1   10.72    0.00       1
1639    9.55    0.00       1    9.72    0.00       1    9.83    0.00       1    9.92    0.00       1   10.04    0.01       1
1640   10.05    0.00       1   10.30    0.00       1   10.44    0.00       1   10.54    0.00       1   10.66    0.00       1
1641   10.06    0.00       1   10.38    0.00       1   10.53    0.00       1   10.63    0.00       1   10.76    0.00       1
1642   10.07    0.00       1   10.38    0.00       1   10.53    0.00       1   10.63    0.00       1   10.76    0.00       1
1643   10.52    0.00       1   10.83    0.00       1   10.99    0.00       1   11.10    0.00       1   11.24    0.00       1
1644   10.05    0.00       1   10.32    0.00       1   10.46    0.00       1   10.60    0.00       1   10.70    0.00       1
1645    9.57    0.00       1    9.83    0.00       1    9.98    0.00       1   10.10    0.00       1   10.24    0.01       1
1646    9.72    0.00       1    9.98    0.00       1   10.13    0.00       1   10.24    0.00       1   10.39    0.00       1
1647    9.81    0.00       1   10.11    0.00       1   10.26    0.00       1   10.38    0.00       1   10.52    0.00       1
1648    9.98    0.00       1   10.27    0.00       1   10.42    0.00       1   10.51    0.00       1   10.65    0.00       1
1649    9.41    0.00       1    9.67    0.00       1    9.80    0.00       1    9.90    0.00       1   10.03    0.01       1
1650    9.51    0.00       1    9.79    0.00       1    9.94    0.00       1   10.05    0.00       1   10.19    0.01       1
1651    9.29    0.00       1    9.54    0.00       1    9.67    0.00       1    9.77    0.00       1    9.91    0.01       1
1652   10.25    0.00       1   10.57    0.00       1   10.73    0.00       1   10.84    0.00       1   11.00    0.00       1
1653    9.77    0.00       1   10.04    0.00       1   10.19    0.00       1   10.30    0.00       1   10.43    0.00       1
1654    9.58    0.00       1    9.87    0.00       1   10.03    0.00       1   10.13    0.00       1   10.29    0.01       1
1655    9.51    0.00       1    9.78    0.00       1    9.93    0.00       1   10.05    0.00       1   10.21    0.00       1
1656   10.28    0.00       1   10.59    0.00       1   10.74    0.00       1   10.86    0.00       1   11.01    0.00       1
1657    9.54    0.00       1    9.78    0.00       1    9.91    0.00       1    9.99    0.00       1   10.12    0.01       1
1658    9.32    0.00       1    9.59    0.00       1    9.73    0.00       1    9.83    0.00       1    9.97    0.01       1
1659    9.29    0.00       1    9.51    0.00       1    9.64    0.00       1    9.74    0.00       1    9.86    0.01       1
1660    9.68    0.00       1    9.97    0.00       1   10.09    0.00       1   10.19    0.00       1   10.34    0.00       1
1661    9.22    0.00       1    9.51    0.00       1    9.63    0.00       1    9.72    0.00       1    9.86    0.01       1
1662    9.21    0.00       1    9.47    0.00       1    9.60    0.00       1    9.69    0.00       1    9.82    0.01       1
1663    9.61    0.00       1    9.92    0.00       1   10.06    0.00       1   10.16    0.00       1   10.30    0.01       1
1664    9.64    0.00       1    9.90    0.00       1   10.03    0.00       1   10.11    0.00       1   10.25    0.01       1
1665    9.58    0.00       1    9.96    0.00       1   10.14    0.00       1   10.26    0.00       1   10.40    0.00       1
1666    9.48    0.00       1    9.72    0.00       1    9.84    0.00       1    9.93    0.00       1   10.06    0.01       1
1667    9.12    0.01       1    9.34    0.00       1    9.44    0.00       1    9.51    0.00       1    9.61    0.03       1
1668    9.98    0.00       1   10.28    0.00       1   10.41    0.00       1   10.51    0.00       1   10.66    0.00       1
1669    9.67    0.00       1    9.93    0.00       1   10.07    0.00       1   10.16    0.00       1   10.31    0.00       1
1670    9.32    0.00       1    9.55    0.00       1    9.69    0.00       1    9.78    0.00       1    9.92    0.01       1
1671    8.95    0.01       1    9.44    0.00       1    9.56    0.00       1    9.65    0.00       1    9.76    0.02       1
1672   10.11    0.00       1   10.39    0.00       1   10.55    0.00       1   10.66    0.00       1   10.82    0.00       1
1673    9.61    0.00       1    9.82    0.00       1    9.96    0.00       1   10.05    0.00       1   10.18    0.01       1
1674    9.93    0.00       1   10.23    0.00       1   10.39    0.00       1   10.52    0.00       1   10.66    0.00       1
1675   10.53    0.00       1   10.88    0.00       1   11.07    0.00       1   11.20    0.00       1   11.34    0.00       1
1676    9.75    0.00       1   10.00    0.00       1   10.15    0.00       1   10.25    0.00       1   10.39    0.00       1
1677    9.17    0.00       1    9.48    0.00       1    9.75    0.00       1    9.86    0.00       1    9.96    0.01       1
1678    9.53    0.00       1    9.78    0.00       1    9.94    0.00       1   10.04    0.00       1   10.19    0.01       1
1679   10.32    0.00       1   10.61    0.00       1   10.77    0.00       1   10.88    0.00       1   11.03    0.00       1
1680    9.69    0.00       1    9.98    0.00       1   10.12    0.00       1   10.22    0.00       1   10.36    0.01       1
1681   10.06    0.00       1   10.28    0.00       1   10.43    0.00       1   10.53    0.00       1   10.69    0.01       1
