SDSS magnitudes of the elliptical galaxies in Dabringhausen & Fellhauer (2015).
This is the full version of Table (6) in Dabringhausen & Fellhauer (2015). Unknown values are indictated with entries set to -9.99.

The Table contains the following data:
Column 1: The running number of the galaxy that identifies it within this catalog.
Column 2: The apparent u-band magnitude, m_u, of the galaxy. The values are corrected for extinction and redshift. 
Column 3: The uncertainty of m_u.
Column 4: The sources for the quoted values for m_g and their uncertainties.
Column 5: The apparent g-band magnitude, m_g, of the galaxy. The values are corrected for extinction and redshift. 
Column 6: The uncertainty of m_g.
Column 7: The sources for the quoted values for m_g and their uncertainties. 
Column 8: The apparent r-band magnitude, m_r, of the galaxy. The values are corrected for extinction and redshift. 
Column 9: The uncertainty of m_r.
Column 10: The sources for the quoted values for m_r and their uncertainties.
Column 11: The apparent i-band magnitude, m_i, of the galaxy. The values are corrected for extinction and redshift. 
Column 12: The uncertainty of m_i.
Column 13: The sources for the quoted values for m_i and their uncertainties.
Column 14: The apparent z-band magnitude, m_z, of the galaxy. The values are corrected for extinction and redshift. 
Column 15: The uncertainty of m_z.
Column 16: The sources for the quoted values for m_z and their uncertainties.

For a detailed description of the data in this table, see Section (5) in Dabringhausen & Fellhauer (2015).

-----------------------------------------------------------------------------------------------------------------------------
  id   m_u      dm_u  s.       m_g      dm_g  s.       m_r      dm_r  s.       m_i      dm_i  s.       m_z      dm_z       s.
       [mag]                   [mag]                   [mag]                   [mag]                   [mag]    
-----------------------------------------------------------------------------------------------------------------------------
1587   15.33    0.01       1   13.70    0.00       1   13.03    0.00       1   12.72    0.00       1   12.42    0.00       1
1588   14.90    0.01       1   13.09    0.00       1   12.31    0.00       1   11.91    0.00       1   11.64    0.00       1
1589   16.06    0.02       1   14.41    0.00       1   13.68    0.00       1   13.30    0.00       1   13.02    0.00       1
1590   15.05    0.01       1   13.19    0.00       1   12.40    0.00       1   12.04    0.00       1   11.70    0.00       1
1591   16.11    0.02       1   14.63    0.00       1   13.92    0.00       1   13.58    0.00       1   13.28    0.01       1
1592   15.95    0.01       1   14.23    0.00       1   13.37    0.00       1   12.96    0.00       1   12.62    0.00       1
1593   13.78    0.00       1   11.76    0.00       1   10.92    0.00       1   10.51    0.00       1   10.21    0.00       1
1594   16.75    0.02       1   14.94    0.00       1   14.13    0.00       1   13.77    0.00       1   13.42    0.00       1
1595   16.67    0.02       1   15.10    0.00       1   14.41    0.00       1   14.06    0.00       1   13.77    0.00       1
1596   15.07    0.01       1   13.16    0.00       1   12.35    0.00       1   11.94    0.00       1   11.65    0.00       1
1597   13.61    0.43    1012   11.73    0.43    1012   10.91    0.43    1030   -9.99   -9.99       0   -9.99   -9.99       0
1598   18.59    0.43    1002   17.24    0.43    1002   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1599   16.81    0.02       1   15.48    0.00       1   14.79    0.00       1   14.46    0.00       1   14.19    0.01       1
1600   15.60    0.01       1   13.69    0.00       1   12.87    0.00       1   12.51    0.00       1   12.22    0.00       1
1601   15.16    0.01       1   13.50    0.01       1   12.48    0.00       1   12.09    0.00       1   11.76    0.00       1
1602   14.48    0.01       1   13.18    0.00       1   12.53    0.00       1   12.23    0.00       1   11.86    0.00       1
1603   18.94    3.05    1002   18.47    1.70    1002   17.96    1.25    1030   -9.99   -9.99       0   -9.99   -9.99       0
1604   15.95    0.01       1   14.11    0.00       1   13.35    0.00       1   13.03    0.00       1   12.71    0.00       1
1605   18.41    3.05    1002   17.71    1.70    1002   17.16    1.25    1030   -9.99   -9.99       0   -9.99   -9.99       0
1606   17.07    0.01       1   15.25    0.00       1   14.45    0.00       1   14.13    0.00       1   13.79    0.00       1
1607   15.50    0.01       1   14.03    0.00       1   13.49    0.00       1   13.23    0.00       1   12.98    0.00       1
1608   17.55    0.03       1   16.01    0.00       1   15.26    0.00       1   14.93    0.00       1   14.60    0.01       1
1609   16.91    0.02       1   14.97    0.00       1   14.12    0.00       1   13.73    0.00       1   13.36    0.00       1
1610   18.25    0.03       1   16.50    0.00       1   15.72    0.00       1   15.39    0.00       1   15.05    0.01       1
1611   17.82    0.04       1   16.00    0.00       1   15.21    0.00       1   14.87    0.00       1   14.52    0.01       1
1612   15.94    0.01       1   14.17    0.00       1   13.37    0.00       1   12.95    0.00       1   12.66    0.00       1
1613   17.60    0.02       1   15.67    0.00       1   14.83    0.00       1   14.49    0.00       1   14.11    0.00       1
1614   17.16    0.02       1   15.22    0.00       1   14.41    0.00       1   14.07    0.00       1   13.69    0.00       1
1615   17.72    0.03       1   15.76    0.00       1   14.89    0.00       1   14.53    0.00       1   14.13    0.00       1
1616   18.45    0.03       1   16.74    0.00       1   15.97    0.00       1   15.64    0.00       1   15.28    0.01       1
1617   18.67    0.04       1   17.04    0.00       1   16.37    0.00       1   16.09    0.00       1   15.79    0.01       1
1618   18.29    0.03       1   16.38    0.00       1   15.55    0.00       1   15.22    0.00       1   14.88    0.01       1
1619   18.46    0.05       1   16.90    0.01       1   16.12    0.00       1   15.80    0.00       1   15.44    0.01       1
1620   17.18    0.02       1   15.22    0.00       1   14.39    0.00       1   14.00    0.00       1   13.59    0.00       1
1621   17.34    0.02       1   15.49    0.00       1   14.66    0.00       1   14.31    0.00       1   13.92    0.01       1
1622   17.75    0.02       1   15.80    0.00       1   14.99    0.00       1   14.65    0.00       1   14.28    0.00       1
1623   18.41    0.03       1   16.58    0.00       1   15.79    0.00       1   15.45    0.00       1   15.08    0.01       1
1624   17.06    0.02       1   15.11    0.00       1   14.30    0.00       1   13.95    0.00       1   13.59    0.00       1
1625   17.89    0.02       1   15.88    0.00       1   15.05    0.00       1   14.73    0.00       1   14.37    0.00       1
1626   18.06    0.03       1   16.22    0.00       1   15.44    0.00       1   15.11    0.00       1   14.75    0.01       1
1627   17.09    0.02       1   15.20    0.00       1   14.35    0.00       1   13.97    0.00       1   13.55    0.00       1
1628   18.45    0.04       1   16.71    0.00       1   15.96    0.00       1   15.63    0.00       1   15.31    0.01       1
1629   17.52    0.02       1   15.60    0.00       1   14.78    0.00       1   14.42    0.00       1   14.04    0.00       1
1630   17.22    0.02       1   15.21    0.00       1   14.34    0.00       1   13.94    0.00       1   13.51    0.00       1
1631   19.16    0.05       1   17.40    0.01       1   16.61    0.00       1   16.28    0.00       1   15.93    0.01       1
1632   17.62    0.02       1   15.72    0.00       1   14.92    0.00       1   14.56    0.00       1   14.19    0.00       1
1633   17.16    0.02       1   15.23    0.00       1   14.38    0.00       1   13.98    0.00       1   13.60    0.00       1
1634   18.25    0.03       1   16.26    0.00       1   15.43    0.00       1   15.07    0.00       1   14.69    0.01       1
1635   18.18    0.03       1   16.14    0.00       1   15.28    0.00       1   14.93    0.00       1   14.55    0.01       1
1636   18.12    0.03       1   16.24    0.00       1   15.43    0.00       1   15.10    0.00       1   14.74    0.01       1
1637   16.93    0.02       1   14.98    0.00       1   14.17    0.00       1   13.82    0.00       1   13.45    0.00       1
1638   16.86    0.02       1   14.84    0.00       1   13.99    0.00       1   13.66    0.00       1   13.28    0.00       1
1639   18.08    0.03       1   16.39    0.00       1   15.64    0.00       1   15.31    0.00       1   14.98    0.01       1
1640   16.84    0.02       1   14.94    0.00       1   14.12    0.00       1   13.75    0.00       1   13.44    0.00       1
1641   16.81    0.02       1   14.76    0.00       1   13.90    0.00       1   13.55    0.00       1   13.19    0.00       1
1642   16.80    0.02       1   14.76    0.00       1   13.90    0.00       1   13.55    0.00       1   13.19    0.00       1
1643   15.66    0.01       1   13.62    0.00       1   12.75    0.00       1   12.36    0.00       1   11.98    0.00       1
1644   16.82    0.02       1   14.90    0.00       1   14.06    0.00       1   13.61    0.00       1   13.33    0.00       1
1645   18.02    0.03       1   16.12    0.00       1   15.26    0.00       1   14.86    0.00       1   14.49    0.01       1
1646   17.66    0.02       1   15.75    0.00       1   14.89    0.00       1   14.50    0.00       1   14.12    0.00       1
1647   17.44    0.02       1   15.42    0.00       1   14.55    0.00       1   14.16    0.00       1   13.78    0.00       1
1648   17.01    0.02       1   15.02    0.00       1   14.18    0.00       1   13.85    0.00       1   13.48    0.00       1
1649   18.42    0.05       1   16.50    0.00       1   15.71    0.00       1   15.36    0.00       1   15.01    0.01       1
1650   18.18    0.03       1   16.21    0.00       1   15.37    0.00       1   14.99    0.00       1   14.61    0.01       1
1651   18.73    0.04       1   16.84    0.00       1   16.03    0.00       1   15.68    0.00       1   15.32    0.01       1
1652   16.54    0.02       1   14.49    0.00       1   13.61    0.00       1   13.22    0.00       1   12.81    0.00       1
1653   17.54    0.02       1   15.60    0.00       1   14.73    0.00       1   14.35    0.00       1   14.00    0.00       1
1654   18.00    0.04       1   16.02    0.00       1   15.14    0.00       1   14.77    0.00       1   14.36    0.01       1
1655   18.18    0.03       1   16.24    0.00       1   15.38    0.00       1   14.98    0.00       1   14.57    0.00       1
1656   16.27    0.01       1   14.24    0.00       1   13.37    0.00       1   12.97    0.00       1   12.58    0.00       1
1657   18.11    0.03       1   16.24    0.00       1   15.44    0.00       1   15.13    0.00       1   14.79    0.01       1
1658   18.66    0.03       1   16.72    0.00       1   15.88    0.00       1   15.53    0.00       1   15.15    0.01       1
1659   18.74    0.04       1   16.92    0.00       1   16.11    0.00       1   15.76    0.00       1   15.42    0.01       1
1660   17.76    0.03       1   15.78    0.00       1   14.98    0.00       1   14.62    0.00       1   14.23    0.00       1
1661   18.90    0.07       1   16.92    0.01       1   16.14    0.00       1   15.81    0.00       1   15.43    0.01       1
1662   18.93    0.04       1   17.01    0.00       1   16.20    0.00       1   15.88    0.00       1   15.52    0.01       1
1663   17.92    0.05       1   15.90    0.00       1   15.07    0.00       1   14.71    0.00       1   14.32    0.01       1
1664   17.84    0.02       1   15.95    0.00       1   15.15    0.00       1   14.82    0.00       1   14.45    0.01       1
1665   18.00    0.03       1   15.78    0.00       1   14.87    0.00       1   14.46    0.00       1   14.09    0.00       1
1666   18.26    0.05       1   16.40    0.00       1   15.61    0.00       1   15.28    0.00       1   14.93    0.01       1
1667   19.16    0.11       1   17.33    0.01       1   16.61    0.01       1   16.33    0.01       1   16.05    0.03       1
1668   16.99    0.02       1   14.99    0.00       1   14.18    0.00       1   13.82    0.00       1   13.44    0.00       1
1669   17.79    0.03       1   15.86    0.00       1   15.03    0.00       1   14.70    0.00       1   14.32    0.00       1
1670   18.65    0.07       1   16.81    0.01       1   15.99    0.00       1   15.65    0.00       1   15.29    0.01       1
1671   19.57    0.16       1   17.10    0.01       1   16.31    0.01       1   15.99    0.01       1   15.67    0.02       1
1672   16.68    0.02       1   14.72    0.00       1   13.85    0.00       1   13.46    0.00       1   13.05    0.00       1
1673   17.93    0.04       1   16.15    0.00       1   15.32    0.00       1   14.98    0.00       1   14.63    0.01       1
1674   17.13    0.02       1   15.12    0.00       1   14.23    0.00       1   13.81    0.00       1   13.44    0.00       1
1675   15.66    0.01       1   13.52    0.00       1   12.55    0.00       1   12.13    0.00       1   11.75    0.00       1
1676   17.57    0.03       1   15.68    0.00       1   14.85    0.00       1   14.48    0.00       1   14.11    0.00       1
1677   19.02    0.06       1   17.00    0.01       1   15.84    0.00       1   15.45    0.00       1   15.17    0.01       1
1678   18.13    0.03       1   16.24    0.00       1   15.37    0.00       1   15.00    0.00       1   14.61    0.01       1
1679   16.17    0.02       1   14.18    0.00       1   13.30    0.00       1   12.91    0.00       1   12.53    0.00       1
1680   17.73    0.03       1   15.74    0.00       1   14.90    0.00       1   14.56    0.00       1   14.17    0.01       1
1681   17.24    0.03       1   15.43    0.00       1   14.58    0.00       1   14.21    0.00       1   13.80    0.01       1
1682   18.09    0.04       1   16.54    0.00       1   15.81    0.00       1   15.50    0.00       1   15.13    0.01       1
1683   17.05    0.02       1   15.13    0.00       1   14.33    0.00       1   14.00    0.00       1   13.64    0.00       1
1684   18.13    0.04       1   16.07    0.00       1   15.23    0.00       1   14.88    0.00       1   14.54    0.01       1
1685   17.62    0.03       1   16.12    0.00       1   15.25    0.00       1   14.80    0.00       1   14.29    0.01       1
1686   17.72    0.03       1   15.84    0.00       1   15.00    0.00       1   14.65    0.00       1   14.26    0.01       1
1687   17.68    0.03       1   15.83    0.00       1   15.06    0.00       1   14.72    0.00       1   14.39    0.00       1
1688   15.99    0.01       1   14.02    0.00       1   13.22    0.00       1   12.89    0.00       1   12.51    0.00       1
1689   18.59    0.04       1   16.95    0.01       1   16.24    0.00       1   15.95    0.00       1   15.62    0.01       1
1690   17.46    0.03       1   15.42    0.00       1   14.61    0.00       1   14.25    0.00       1   13.92    0.00       1
1691   17.76    0.04       1   15.90    0.00       1   15.12    0.00       1   14.80    0.00       1   14.42    0.01       1
1692   18.02    0.05       1   16.04    0.00       1   15.09    0.00       1   14.66    0.00       1   14.20    0.01       1
1693   16.85    0.02       1   14.81    0.00       1   13.95    0.00       1   13.59    0.00       1   13.21    0.00       1
1694   18.26    0.05       1   16.34    0.00       1   15.49    0.00       1   15.14    0.00       1   14.75    0.01       1
1695   18.08    0.07       1   16.28    0.01       1   15.52    0.00       1   15.19    0.00       1   14.86    0.01       1
1696   18.43    0.04       1   16.58    0.00       1   15.80    0.00       1   15.48    0.00       1   15.13    0.01       1
1697   18.59    0.05       1   16.81    0.01       1   16.01    0.00       1   15.69    0.00       1   15.35    0.01       1
1698   16.03    0.01       1   14.01    0.00       1   13.06    0.00       1   12.65    0.00       1   12.31    0.00       1
1699   16.06    0.01       1   14.10    0.00       1   13.25    0.00       1   12.85    0.00       1   12.49    0.00       1
1700   18.20    0.03       1   16.37    0.00       1   15.40    0.00       1   15.00    0.00       1   14.56    0.01       1
1701   15.89    0.01       1   13.94    0.00       1   13.10    0.00       1   12.73    0.00       1   12.37    0.00       1
